time,open,high,low,close
2026-07-02T23:00:00Z,215.179993,215.201004,215.156998,215.164001
2026-07-02T23:15:00Z,215.164993,215.223999,215.160004,215.216003
2026-07-02T23:30:00Z,215.216995,215.313995,215.210007,215.309006
2026-07-02T23:45:00Z,215.307999,215.360992,215.279999,215.347000
2026-07-03T00:00:00Z,215.347000,215.399002,215.272003,215.367004
2026-07-03T00:15:00Z,215.375000,215.378998,215.311996,215.313995
2026-07-03T00:30:00Z,215.317993,215.334000,215.235001,215.240005
2026-07-03T00:45:00Z,215.235992,215.287994,215.121994,215.147003
2026-07-03T01:00:00Z,215.143005,215.266998,215.085999,215.089996
2026-07-03T01:15:00Z,215.095001,215.199997,215.026001,215.186005
2026-07-03T01:30:00Z,215.186005,215.302002,215.136993,215.276993
2026-07-03T01:45:00Z,215.278000,215.367996,215.259995,215.339005
2026-07-03T02:00:00Z,215.339996,215.348999,215.266006,215.332001
2026-07-03T02:15:00Z,215.332993,215.408005,215.309006,215.375000
2026-07-03T02:30:00Z,215.375000,215.451004,215.332993,215.389008
2026-07-03T02:45:00Z,215.389008,215.397003,215.328995,215.341995
2026-07-03T03:00:00Z,215.339005,215.348007,215.304001,215.330002
2026-07-03T03:15:00Z,215.324005,215.356003,215.319000,215.339996
2026-07-03T03:30:00Z,215.334000,215.354004,215.296005,215.330002
2026-07-03T03:45:00Z,215.328003,215.350006,215.300995,215.337997
2026-07-03T04:00:00Z,215.341003,215.367004,215.292999,215.365005
2026-07-03T04:15:00Z,215.365997,215.403000,215.348999,215.376007
2026-07-03T04:30:00Z,215.367004,215.421997,215.360992,215.401001
2026-07-03T04:45:00Z,215.401001,215.427994,215.335999,215.339996
2026-07-03T05:00:00Z,215.339996,215.427994,215.304993,215.395996
2026-07-03T05:15:00Z,215.395996,215.425995,215.352997,215.378998
2026-07-03T05:30:00Z,215.380005,215.449005,215.363007,215.421997
2026-07-03T05:45:00Z,215.423004,215.432999,215.373001,215.397003
2026-07-03T06:00:00Z,215.397003,215.397995,215.268997,215.294006
