time,open,high,low,close
2026-07-02T23:00:00Z,1.143249,1.143249,1.143118,1.143118
2026-07-02T23:15:00Z,1.143118,1.143380,1.143118,1.143380
2026-07-02T23:30:00Z,1.143249,1.143249,1.142727,1.142988
2026-07-02T23:45:00Z,1.142988,1.142988,1.142596,1.142596
2026-07-03T00:00:00Z,1.142727,1.142727,1.142335,1.142596
2026-07-03T00:15:00Z,1.142596,1.142596,1.142465,1.142596
2026-07-03T00:30:00Z,1.142465,1.142596,1.142465,1.142465
2026-07-03T00:45:00Z,1.142465,1.143380,1.142465,1.143380
2026-07-03T01:00:00Z,1.143380,1.143903,1.143380,1.143903
2026-07-03T01:15:00Z,1.144034,1.144689,1.144034,1.144427
2026-07-03T01:30:00Z,1.144296,1.144558,1.144165,1.144427
2026-07-03T01:45:00Z,1.144427,1.144427,1.144034,1.144034
2026-07-03T02:00:00Z,1.144034,1.144558,1.143903,1.144427
2026-07-03T02:15:00Z,1.144427,1.144689,1.144427,1.144689
2026-07-03T02:30:00Z,1.144689,1.144820,1.144427,1.144558
2026-07-03T02:45:00Z,1.144689,1.144689,1.144296,1.144296
2026-07-03T03:00:00Z,1.144296,1.144296,1.144034,1.144165
2026-07-03T03:15:00Z,1.144296,1.144296,1.144034,1.144165
2026-07-03T03:30:00Z,1.144165,1.144427,1.144034,1.144296
2026-07-03T03:45:00Z,1.144296,1.144427,1.144296,1.144427
2026-07-03T04:00:00Z,1.144427,1.144427,1.144296,1.144427
2026-07-03T04:15:00Z,1.144558,1.144689,1.144427,1.144558
2026-07-03T04:30:00Z,1.144558,1.144820,1.144427,1.144820
2026-07-03T04:45:00Z,1.144820,1.144820,1.144689,1.144820
2026-07-03T05:00:00Z,1.144951,1.145607,1.144951,1.145607
2026-07-03T05:15:00Z,1.145607,1.145738,1.145344,1.145607
2026-07-03T05:30:00Z,1.145475,1.145607,1.145344,1.145475
2026-07-03T05:45:00Z,1.145607,1.145738,1.145082,1.145082
2026-07-03T06:00:00Z,1.145213,1.145607,1.145213,1.145607
2026-07-03T06:15:00Z,1.145738,1.146132,1.145475,1.145738
2026-07-03T06:30:00Z,1.145607,1.146526,1.145607,1.146263
2026-07-03T06:45:00Z,1.146263,1.146395,1.145607,1.145869
2026-07-03T07:00:00Z,1.145607,1.145738,1.145607,1.145738
2026-07-03T07:15:00Z,1.145738,1.146000,1.145475,1.146000
2026-07-03T07:30:00Z,1.145869,1.145869,1.145213,1.145344
2026-07-03T07:45:00Z,1.145475,1.146000,1.145475,1.145738
2026-07-03T08:00:00Z,1.145869,1.145869,1.145475,1.145738
2026-07-03T08:15:00Z,1.145738,1.145738,1.145475,1.145738
2026-07-03T08:30:00Z,1.145607,1.146000,1.145607,1.145738
2026-07-03T08:45:00Z,1.145738,1.145738,1.145475,1.145607
2026-07-03T09:00:00Z,1.145607,1.145607,1.145213,1.145213
2026-07-03T09:15:00Z,1.145344,1.145475,1.145082,1.145082
2026-07-03T09:30:00Z,1.145082,1.145213,1.145082,1.145082
2026-07-03T09:45:00Z,1.144951,1.144951,1.144427,1.144427
2026-07-03T10:00:00Z,1.144427,1.145082,1.144427,1.144951
2026-07-03T10:15:00Z,1.144951,1.145082,1.144689,1.144820
2026-07-03T10:30:00Z,1.144689,1.145213,1.144689,1.145213
2026-07-03T10:45:00Z,1.145082,1.145344,1.145082,1.145082
2026-07-03T11:00:00Z,1.144951,1.145738,1.144951,1.145738
2026-07-03T11:15:00Z,1.145738,1.146000,1.145738,1.145869
2026-07-03T11:30:00Z,1.145869,1.145869,1.145213,1.145344
2026-07-03T11:45:00Z,1.145344,1.145344,1.145082,1.145213
2026-07-03T12:00:00Z,1.145344,1.145475,1.145082,1.145475
2026-07-03T12:15:00Z,1.145344,1.145344,1.144951,1.145082
2026-07-03T12:30:00Z,1.145082,1.145475,1.144951,1.145213
2026-07-03T12:45:00Z,1.145082,1.145213,1.144951,1.144951
2026-07-03T13:00:00Z,1.144951,1.145082,1.144558,1.144820
2026-07-03T13:15:00Z,1.144689,1.144820,1.144558,1.144689
2026-07-03T13:30:00Z,1.144689,1.144689,1.144427,1.144558
2026-07-03T13:45:00Z,1.144558,1.144558,1.144165,1.144165
2026-07-03T14:00:00Z,1.144296,1.144558,1.144165,1.144427
2026-07-03T14:15:00Z,1.144427,1.145082,1.144427,1.144951
2026-07-03T14:30:00Z,1.144951,1.144951,1.144689,1.144820
2026-07-03T14:45:00Z,1.144689,1.144820,1.144558,1.144689
2026-07-03T15:00:00Z,1.144558,1.144689,1.144427,1.144558
2026-07-03T15:15:00Z,1.144427,1.144689,1.144165,1.144296
2026-07-03T15:30:00Z,1.144296,1.144427,1.144296,1.144296
2026-07-03T15:45:00Z,1.144296,1.144296,1.143903,1.144034
2026-07-03T16:00:00Z,1.144034,1.144296,1.144034,1.144165
2026-07-03T16:15:00Z,1.144165,1.144296,1.144165,1.144165
2026-07-03T16:30:00Z,1.144034,1.144165,1.143903,1.143903
2026-07-03T16:45:00Z,1.143903,1.144034,1.143903,1.144034
2026-07-03T17:00:00Z,1.144165,1.144427,1.144165,1.144296
2026-07-03T17:15:00Z,1.144296,1.144427,1.144296,1.144427
2026-07-03T17:30:00Z,1.144296,1.144427,1.144296,1.144427
2026-07-03T17:45:00Z,1.144427,1.144427,1.144296,1.144296
2026-07-03T18:00:00Z,1.144427,1.144427,1.144165,1.144296
2026-07-03T18:15:00Z,1.144296,1.144427,1.144165,1.144296
2026-07-03T18:30:00Z,1.144296,1.144296,1.144296,1.144296
2026-07-03T18:45:00Z,1.144296,1.144296,1.144165,1.144296
2026-07-03T19:00:00Z,1.144165,1.144427,1.144165,1.144296
2026-07-03T19:15:00Z,1.144296,1.144296,1.144165,1.144165
2026-07-03T19:30:00Z,1.144165,1.144165,1.144034,1.144165
2026-07-03T19:45:00Z,1.144165,1.144165,1.143903,1.144034
2026-07-03T20:00:00Z,1.143903,1.144034,1.143903,1.143903
2026-07-03T20:15:00Z,1.144034,1.144034,1.143903,1.143903
2026-07-03T20:30:00Z,1.144034,1.144034,1.143903,1.143903
2026-07-03T20:45:00Z,1.143903,1.144034,1.143772,1.144034
2026-07-03T21:00:00Z,1.144034,1.144034,1.144034,1.144034
2026-07-03T21:15:00Z,1.144034,1.144034,1.144034,1.144034
2026-07-05T23:00:00Z,1.144034,1.144034,1.143641,1.143772
2026-07-05T23:15:00Z,1.143772,1.144034,1.143641,1.143903
2026-07-05T23:30:00Z,1.143903,1.144034,1.143903,1.144034
2026-07-05T23:45:00Z,1.144034,1.144165,1.143903,1.144034
2026-07-06T00:00:00Z,1.144034,1.144034,1.143772,1.144034
2026-07-06T00:15:00Z,1.144034,1.144427,1.144034,1.144165
2026-07-06T00:30:00Z,1.144427,1.144427,1.144165,1.144427
2026-07-06T00:45:00Z,1.144296,1.144296,1.144034,1.144165
2026-07-06T01:00:00Z,1.144165,1.144165,1.143903,1.144034
2026-07-06T01:15:00Z,1.143903,1.143903,1.143511,1.143511
2026-07-06T01:30:00Z,1.143380,1.143772,1.143380,1.143772
2026-07-06T01:45:00Z,1.143641,1.143641,1.143249,1.143249
2026-07-06T02:00:00Z,1.143249,1.143380,1.143118,1.143380
2026-07-06T02:15:00Z,1.143249,1.143380,1.143249,1.143249
2026-07-06T02:30:00Z,1.143249,1.143380,1.143249,1.143380
2026-07-06T02:45:00Z,1.143380,1.143772,1.143380,1.143772
2026-07-06T03:00:00Z,1.143772,1.143903,1.143641,1.143641
2026-07-06T03:15:00Z,1.143641,1.143641,1.143249,1.143249
2026-07-06T03:30:00Z,1.143249,1.143380,1.143118,1.143380
2026-07-06T03:45:00Z,1.143511,1.143511,1.143249,1.143511
2026-07-06T04:00:00Z,1.143511,1.143772,1.143511,1.143641
2026-07-06T04:15:00Z,1.143641,1.143772,1.143511,1.143641
2026-07-06T04:30:00Z,1.143511,1.143641,1.143511,1.143641
2026-07-06T04:45:00Z,1.143641,1.143772,1.143511,1.143641
2026-07-06T05:00:00Z,1.143511,1.143511,1.143249,1.143380
2026-07-06T05:15:00Z,1.143249,1.143249,1.143118,1.143249
2026-07-06T05:30:00Z,1.143249,1.143511,1.143249,1.143249
2026-07-06T05:45:00Z,1.143249,1.143511,1.142727,1.142727
2026-07-06T06:00:00Z,1.142988,1.143249,1.142857,1.142857
2026-07-06T06:15:00Z,1.142727,1.142857,1.142465,1.142596
2026-07-06T06:30:00Z,1.142596,1.142857,1.142465,1.142596
