time,open,high,low,close
2026-07-02T23:00:00Z,161.248993,161.281006,161.227005,161.253998
2026-07-02T23:15:00Z,161.250000,161.264008,161.223007,161.250000
2026-07-02T23:30:00Z,161.248001,161.358002,161.248001,161.354004
2026-07-02T23:45:00Z,161.341995,161.468994,161.330002,161.449005
2026-07-03T00:00:00Z,161.449005,161.524002,161.384995,161.485992
2026-07-03T00:15:00Z,161.488007,161.500000,161.423996,161.440002
2026-07-03T00:30:00Z,161.434006,161.457001,161.382996,161.395996
2026-07-03T00:45:00Z,161.384995,161.397995,161.179993,161.192001
2026-07-03T01:00:00Z,161.186996,161.274002,161.072998,161.074005
2026-07-03T01:15:00Z,161.072998,161.106003,160.908997,161.093002
2026-07-03T01:30:00Z,161.093994,161.190994,161.067001,161.139999
2026-07-03T01:45:00Z,161.153000,161.255997,161.139008,161.229996
2026-07-03T02:00:00Z,161.225998,161.248993,161.126999,161.154999
2026-07-03T02:15:00Z,161.158005,161.177994,161.112000,161.141006
2026-07-03T02:30:00Z,161.147995,161.229996,161.113998,161.162994
2026-07-03T02:45:00Z,161.171997,161.197006,161.123993,161.164993
2026-07-03T03:00:00Z,161.166000,161.223999,161.139008,161.184998
2026-07-03T03:15:00Z,161.175003,161.216995,161.173004,161.192001
2026-07-03T03:30:00Z,161.188995,161.214005,161.162003,161.188995
2026-07-03T03:45:00Z,161.192001,161.199997,161.134995,161.164993
2026-07-03T04:00:00Z,161.164993,161.210999,161.160004,161.177002
2026-07-03T04:15:00Z,161.175003,161.201996,161.153000,161.167999
2026-07-03T04:30:00Z,161.167999,161.210007,161.162994,161.184998
2026-07-03T04:45:00Z,161.184006,161.197998,161.119003,161.119003
2026-07-03T05:00:00Z,161.119995,161.130005,160.973999,161.050003
2026-07-03T05:15:00Z,161.050995,161.087006,160.994003,161.061005
2026-07-03T05:30:00Z,161.063004,161.149994,161.035995,161.119003
2026-07-03T05:45:00Z,161.119995,161.179993,161.115005,161.158005
2026-07-03T06:00:00Z,161.154999,161.166000,161.031998,161.050995
2026-07-03T06:15:00Z,161.041000,161.057007,160.940994,160.981003
2026-07-03T06:30:00Z,160.977005,161.014999,160.466003,160.746994
2026-07-03T06:45:00Z,160.759003,160.886002,160.630997,160.860001
2026-07-03T07:00:00Z,160.862000,160.923996,160.720001,160.729004
2026-07-03T07:15:00Z,160.740005,160.869995,160.707001,160.742004
2026-07-03T07:30:00Z,160.735992,160.998001,160.731003,160.912994
2026-07-03T07:45:00Z,160.906998,160.951004,160.740005,160.794998
2026-07-03T08:00:00Z,160.791000,160.906006,160.764999,160.856995
2026-07-03T08:15:00Z,160.850006,160.899994,160.813995,160.852997
2026-07-03T08:30:00Z,160.863007,160.940994,160.852997,160.916000
2026-07-03T08:45:00Z,160.919006,161.037994,160.914001,161.028000
2026-07-03T09:00:00Z,161.031998,161.067993,160.955994,160.959000
2026-07-03T09:15:00Z,160.959000,161.063004,160.955002,161.046997
2026-07-03T09:30:00Z,161.046005,161.050003,161.009003,161.029007
2026-07-03T09:45:00Z,161.026001,161.130005,161.024002,161.128006
2026-07-03T10:00:00Z,161.117996,161.169006,161.098999,161.123001
2026-07-03T10:15:00Z,161.121994,161.141006,161.100998,161.119995
2026-07-03T10:30:00Z,161.125000,161.158005,161.113998,161.138000
2026-07-03T10:45:00Z,161.128998,161.136002,161.067001,161.091995
2026-07-03T11:00:00Z,161.089005,161.130005,161.048004,161.067001
2026-07-03T11:15:00Z,161.061005,161.104996,161.054001,161.098999
2026-07-03T11:30:00Z,161.098007,161.141006,161.095993,161.125000
2026-07-03T11:45:00Z,161.128006,161.160995,161.102997,161.110992
