time,open,high,low,close
2026-07-02T23:00:00Z,0.692185,0.692233,0.692089,0.692185
2026-07-02T23:15:00Z,0.692137,0.692281,0.692137,0.692281
2026-07-02T23:30:00Z,0.692281,0.692281,0.691946,0.691946
2026-07-02T23:45:00Z,0.692185,0.692185,0.691706,0.691754
2026-07-03T00:00:00Z,0.691898,0.691898,0.691563,0.691659
2026-07-03T00:15:00Z,0.691754,0.691850,0.691659,0.691659
2026-07-03T00:30:00Z,0.691515,0.691611,0.691372,0.691467
2026-07-03T00:45:00Z,0.691515,0.692137,0.691515,0.692137
2026-07-03T01:00:00Z,0.692137,0.692905,0.692137,0.692905
2026-07-03T01:15:00Z,0.693049,0.693722,0.693049,0.693481
2026-07-03T01:30:00Z,0.693337,0.693722,0.693337,0.693481
2026-07-03T01:45:00Z,0.693529,0.693529,0.693193,0.693289
2026-07-03T02:00:00Z,0.693193,0.693577,0.693097,0.693481
2026-07-03T02:15:00Z,0.693481,0.693866,0.693481,0.693866
2026-07-03T02:30:00Z,0.693818,0.693914,0.693674,0.693914
2026-07-03T02:45:00Z,0.694059,0.694107,0.693914,0.693914
2026-07-03T03:00:00Z,0.693818,0.693963,0.693770,0.693770
2026-07-03T03:15:00Z,0.694011,0.694011,0.693674,0.693674
2026-07-03T03:30:00Z,0.693818,0.693818,0.693722,0.693770
2026-07-03T03:45:00Z,0.693626,0.693722,0.693626,0.693722
2026-07-03T04:00:00Z,0.693770,0.693770,0.693674,0.693770
2026-07-03T04:15:00Z,0.693866,0.694155,0.693866,0.694059
2026-07-03T04:30:00Z,0.694059,0.694300,0.694011,0.694300
2026-07-03T04:45:00Z,0.694300,0.694300,0.694107,0.694155
2026-07-03T05:00:00Z,0.694059,0.694493,0.694011,0.694444
2026-07-03T05:15:00Z,0.694493,0.694541,0.694203,0.694493
2026-07-03T05:30:00Z,0.694493,0.694589,0.694252,0.694348
2026-07-03T05:45:00Z,0.694300,0.694348,0.694107,0.694107
2026-07-03T06:00:00Z,0.694396,0.694589,0.694348,0.694589
2026-07-03T06:15:00Z,0.694782,0.694927,0.694589,0.694830
2026-07-03T06:30:00Z,0.694879,0.695169,0.694734,0.695024
2026-07-03T06:45:00Z,0.695072,0.695120,0.694589,0.694637
2026-07-03T07:00:00Z,0.694444,0.694734,0.694444,0.694637
2026-07-03T07:15:00Z,0.694637,0.695024,0.694589,0.695024
2026-07-03T07:30:00Z,0.694830,0.694830,0.694493,0.694589
2026-07-03T07:45:00Z,0.694589,0.694975,0.694589,0.694734
2026-07-03T08:00:00Z,0.694637,0.694734,0.694637,0.694686
2026-07-03T08:15:00Z,0.694782,0.694830,0.694637,0.694782
2026-07-03T08:30:00Z,0.694589,0.694782,0.694589,0.694637
2026-07-03T08:45:00Z,0.694589,0.694589,0.694348,0.694348
2026-07-03T09:00:00Z,0.694252,0.694396,0.694252,0.694396
2026-07-03T09:15:00Z,0.694541,0.694541,0.694252,0.694252
2026-07-03T09:30:00Z,0.694300,0.694348,0.694252,0.694252
2026-07-03T09:45:00Z,0.694203,0.694203,0.693963,0.693963
2026-07-03T10:00:00Z,0.694059,0.694300,0.694011,0.694252
2026-07-03T10:15:00Z,0.694155,0.694155,0.694011,0.694011
2026-07-03T10:30:00Z,0.694011,0.694059,0.694011,0.694011
2026-07-03T10:45:00Z,0.694107,0.694252,0.694059,0.694107
2026-07-03T11:00:00Z,0.694059,0.694396,0.694059,0.694396
2026-07-03T11:15:00Z,0.694444,0.694493,0.694396,0.694396
2026-07-03T11:30:00Z,0.694396,0.694396,0.694107,0.694107
2026-07-03T11:45:00Z,0.694203,0.694203,0.694059,0.694107
2026-07-03T12:00:00Z,0.694155,0.694252,0.694107,0.694155
